strain	isotype	release	isotype_ref_strain	wgs_seq
QG4078	QG4080	20210121	FALSE	TRUE
QG4079	QG4080	20210121	FALSE	TRUE
QG4080	QG4080	20210121	TRUE	TRUE
QG4103	QG4103	20210121	TRUE	TRUE
QG4134	QG4015	20210121	FALSE	TRUE
QG4135	QG4135	20210121	TRUE	TRUE
QG4137	QG4138	20210121	FALSE	TRUE
QG4138	QG4138	20210121	TRUE	TRUE
QG4139	QG4138	20210121	FALSE	TRUE
QG4151	QG4151	20210121	TRUE	TRUE
QG4158	QG4015	20210121	FALSE	TRUE
QG4159	QG4015	20210121	FALSE	TRUE
QG4160	QG4015	20210121	FALSE	TRUE
QG4161	QG4015	20210121	FALSE	TRUE
QG4162	QG4135	20210121	FALSE	TRUE
QG4163	QG4135	20210121	FALSE	TRUE
QG4166	QG4226	20210121	FALSE	TRUE
QG4182	QG4010	20210121	FALSE	TRUE
QG4184	QG4010	20210121	FALSE	TRUE
QG4185	QG4010	20210121	FALSE	TRUE
QG4186	QG4010	20210121	FALSE	TRUE
QG4193	QG4193	20210121	TRUE	TRUE
QG4194	QG4193	20210121	FALSE	TRUE
QG4226	QG4226	20210121	TRUE	TRUE
QG4228	QG4228	20210121	TRUE	TRUE
QG536	QG536	20160408	TRUE	TRUE
QG537	QG536	20160408	FALSE	TRUE
QG538	QG536	20160408	FALSE	TRUE
QG556	QG556	20160408	TRUE	TRUE
QG557	QG557	20160408	TRUE	TRUE
QG558	QG556	20160408	FALSE	TRUE
QW947	QW947	20160408	TRUE	TRUE
QX1211	QX1211	20160408	TRUE	TRUE
QX1212	QX1212	20160408	TRUE	TRUE
QX1213	QX1212	20160408	FALSE	TRUE
QX1214	QX1212	20160408	FALSE	TRUE
QX1215	QX1211	20160408	FALSE	TRUE
QX1216	QX1211	20160408	FALSE	TRUE
QX1233	QX1233	20160408	TRUE	TRUE
QX1791	QX1791	20160408	TRUE	TRUE
QX1792	QX1792	20160408	TRUE	TRUE
QX1793	QX1793	20160408	TRUE	TRUE
QX1794	QX1794	20160408	TRUE	TRUE
RC301	RC301	20160408	TRUE	TRUE
TWN2530	TWN2530	20200815	TRUE	TRUE
TWN2542	TWN2542	20200815	TRUE	TRUE
TWN2794	TWN2542	20200815	FALSE	TRUE
TWN2803	TWN2542	20200815	FALSE	TRUE
WN2001	WN2001	20160408	TRUE	TRUE
WN2002	WN2002	20160408	TRUE	TRUE
WN2010	WN2001	20160408	FALSE	TRUE
WN2011	WN2001	20160408	FALSE	TRUE
WN2013	WN2001	20160408	FALSE	TRUE
WN2014	WN2001	20160408	FALSE	TRUE
WN2016	WN2001	20160408	FALSE	TRUE
WN2017	WN2001	20160408	FALSE	TRUE
WN2018	WN2001	20160408	FALSE	TRUE
WN2019	WN2001	20160408	FALSE	TRUE
WN2020	WN2001	20160408	FALSE	TRUE
WN2021	WN2001	20160408	FALSE	TRUE
WN2033	WN2033	20170531	TRUE	TRUE
WN2035	WN2033	20170531	FALSE	TRUE
WN2039	WN2033	20170531	FALSE	TRUE
WN2050	WN2050	20170531	TRUE	TRUE
WN2056	WN2050	20170531	FALSE	TRUE
WN2059	WN2066	20180413	FALSE	TRUE
WN2060	WN2066	20180413	FALSE	TRUE
WN2061	WN2050	20210121	FALSE	TRUE
WN2062	WN2050	20180413	FALSE	TRUE
WN2063	WN2063	20180413	TRUE	TRUE
WN2064	WN2064	20180413	TRUE	TRUE
WN2065	WN2066	20180413	FALSE	TRUE
WN2066	WN2066	20180413	TRUE	TRUE
WN2067	WN2050	20200815	FALSE	TRUE
WN2068	WN2068	20200815	TRUE	TRUE
WN2069	WN2069	20200815	TRUE	TRUE
WN2070	WN2066	20200815	FALSE	TRUE
WN2071	WN2068	20200815	FALSE	TRUE
WN2073	WN2066	20200815	FALSE	TRUE
WN2074	WN2066	20200815	FALSE	TRUE
WN2075	WN2066	20200815	FALSE	TRUE
WN2076	MY2535	20200815	FALSE	TRUE
WN2077	WN2086	20210121	FALSE	TRUE
WN2078	WN2066	20210121	FALSE	TRUE
WN2079	WN2066	20210121	FALSE	TRUE
WN2080	WN2068	20210121	FALSE	TRUE
WN2081	WN2066	20210121	FALSE	TRUE
WN2082	WN2082	20210121	TRUE	TRUE
WN2083	MY2453	20210121	FALSE	TRUE
WN2086	WN2086	20210121	TRUE	TRUE
WN2088	WN2066	20210121	FALSE	TRUE
WN2089	WN2066	20210121	FALSE	TRUE
WN2090	WN2066	20210121	FALSE	TRUE
WN2091	WN2082	20210121	FALSE	TRUE
WN2092	WN2050	20210121	FALSE	TRUE
WN2093	WN2050	20210121	FALSE	TRUE
WN2095	WN2066	20210121	FALSE	TRUE
WN2096	WN2068	20210121	FALSE	TRUE
XZ1513	XZ1513	20170531	TRUE	TRUE
XZ1514	XZ1514	20170531	TRUE	TRUE
XZ1515	XZ1515	20170531	TRUE	TRUE
XZ1516	XZ1516	20170531	TRUE	TRUE
XZ1672	XZ1672	20180413	TRUE	TRUE
XZ1734	XZ1734	20180413	TRUE	TRUE
XZ1735	XZ1735	20180413	TRUE	TRUE
XZ1756	XZ1756	20180413	TRUE	TRUE
XZ2018	XZ2018	20180413	TRUE	TRUE
XZ2019	XZ2019	20180413	TRUE	TRUE
XZ2020	XZ2020	20180413	TRUE	TRUE
XZ2210	MY2535	20200815	FALSE	TRUE
XZ2211	XZ2211	20200815	TRUE	TRUE
XZ2212	XZ1513	20200815	FALSE	TRUE
XZ2213	XZ2211	20210121	FALSE	TRUE
