strain	length_estimate	isotype	release	isotype_ref_strain	wgs_seq
NIC1780	252.785	NIC1780	20200815	TRUE	TRUE
NIC1781	195.25	NIC1806	20200815	FALSE	TRUE
NIC1782	186.957	NIC1782	20210121	TRUE	TRUE
NIC1783	195.895	NIC1783	20200815	TRUE	TRUE
NIC1785	211.761	NIC1785	20200815	TRUE	TRUE
NIC1786	182.041	NIC1786	20200815	TRUE	TRUE
NIC1787	163.309	NIC1787	20200815	TRUE	TRUE
NIC1788	178.689	NIC1788	20200815	TRUE	TRUE
NIC1789	210.924	NIC1789	20200815	TRUE	TRUE
NIC1790	167.629	NIC1790	20210121	TRUE	TRUE
NIC1791	136.306	NIC1791	20210121	TRUE	TRUE
NIC1792	170.666	NIC1792	20210121	TRUE	TRUE
NIC1793	184.588	NIC1794	20200815	FALSE	TRUE
NIC1794	201.786	NIC1794	20200815	TRUE	TRUE
NIC1795	176.062	NIC1788	20200815	FALSE	TRUE
NIC1796	208.176	NIC1796	20200815	TRUE	TRUE
NIC1797	219.95	NIC1798	20200815	FALSE	TRUE
NIC1798	219.956	NIC1798	20200815	TRUE	TRUE
NIC1799	168.723	NIC1799	20200815	TRUE	TRUE
NIC1800	218.777	NIC1806	20200815	FALSE	TRUE
NIC1801	182.485	NIC1801	20200815	TRUE	TRUE
NIC1802	200.339	NIC1802	20200815	TRUE	TRUE
NIC1803	349.034	NIC1805	20200815	FALSE	TRUE
NIC1804	310.288	NIC1805	20210121	FALSE	TRUE
NIC1805	303.398	NIC1805	20200815	TRUE	TRUE
NIC1806	191.925	NIC1806	20200815	TRUE	TRUE
NIC1807	193.136	NIC1806	20210121	FALSE	TRUE
NIC1808	287.934	NIC1808	20200815	TRUE	TRUE
NIC1809	169.262	NIC1809	20200815	TRUE	TRUE
NIC1810	224.187	NIC1810	20200815	TRUE	TRUE
NIC1811	177.04	NIC1811	20200815	TRUE	TRUE
NIC1812	170.979	NIC1812	20200815	TRUE	TRUE
NIC1832	264.51	NIC1832	20200815	TRUE	TRUE
NIC195	358.871	NIC195	20160408	TRUE	TRUE
NIC196	193.882	NIC195	20160408	FALSE	TRUE
NIC197	312.262	NIC195	20160408	FALSE	TRUE
NIC1977	120.414	JU642	20210121	FALSE	TRUE
NIC198	233.617	NIC195	20160408	FALSE	TRUE
NIC1980	138.511	JU642	20210121	FALSE	TRUE
NIC1985	149.124	JU642	20210121	FALSE	TRUE
NIC199	208.245	NIC199	20160408	TRUE	TRUE
NIC2	200.874	NIC2	20160408	TRUE	TRUE
NIC200	209.614	NIC199	20160408	FALSE	TRUE
NIC2002	155.184	JU642	20210121	FALSE	TRUE
NIC2004	171.112	JU642	20210121	FALSE	TRUE
NIC2011	131.072	JU642	20210121	FALSE	TRUE
NIC207	1315.9	NIC207	20160408	TRUE	TRUE
NIC231	158.636	NIC231	20160408	TRUE	TRUE
NIC232	242.358	NIC231	20160408	FALSE	TRUE
NIC236	145.035	NIC236	20160408	TRUE	TRUE
NIC237	217.827	NIC236	20160408	FALSE	TRUE
NIC242	242.896	NIC242	20160408	TRUE	TRUE
NIC251	198.386	NIC251	20160408	TRUE	TRUE
NIC252	124.754	NIC252	20160408	TRUE	TRUE
NIC255	455.131	NIC255	20160408	TRUE	TRUE
NIC256	185.652	NIC256	20160408	TRUE	TRUE
NIC258	237.61	NIC258	20160408	TRUE	TRUE
NIC259	223.449	NIC259	20160408	TRUE	TRUE
NIC260	142.921	NIC260	20160408	TRUE	TRUE
NIC261	209.33	NIC261	20160408	TRUE	TRUE
NIC262	448.48	NIC262	20160408	TRUE	TRUE
NIC263	244.757	NIC256	20160408	FALSE	TRUE
NIC265	116.398	NIC265	20160408	TRUE	TRUE
NIC266	422.191	NIC266	20160408	TRUE	TRUE
NIC267	108.683	NIC267	20160408	TRUE	TRUE
NIC268	168.717	NIC268	20160408	TRUE	TRUE
NIC269	206.554	NIC269	20160408	TRUE	TRUE
NIC270	109.962	NIC267	20160408	FALSE	TRUE
NIC271	230.279	NIC271	20160408	TRUE	TRUE
NIC272	131.442	NIC272	20160408	TRUE	TRUE
NIC273	98.9153	NIC272	20160408	FALSE	TRUE
NIC274	53.6572	NIC274	20160408	TRUE	TRUE
NIC275	272.499	NIC275	20160408	TRUE	TRUE
NIC276	120.22	NIC276	20160408	TRUE	TRUE
NIC277	169.467	NIC277	20160408	TRUE	TRUE
NIC3	64.5161	NIC3	20160408	TRUE	TRUE
NIC4	225.195	NIC3	20160408	FALSE	TRUE
NIC501	93.9134	NIC501	20170531	TRUE	TRUE
NIC508	260.057	MY2535	20170531	FALSE	TRUE
NIC511	98.7148	NIC511	20170531	TRUE	TRUE
NIC512	331.917	MY2535	20170531	FALSE	TRUE
NIC513	125.045	NIC513	20170531	TRUE	TRUE
NIC514	341.743	NIC514	20170531	TRUE	TRUE
NIC515	258.76	NIC515	20170531	TRUE	TRUE
NIC521	135.657	NIC527	20170531	FALSE	TRUE
NIC522	275.922	NIC522	20170531	TRUE	TRUE
NIC523	86.6102	NIC523	20170531	TRUE	TRUE
NIC526	366.672	NIC526	20170531	TRUE	TRUE
NIC527	137.811	NIC527	20170531	TRUE	TRUE
NIC528	111.149	NIC528	20170531	TRUE	TRUE
NIC529	150.222	NIC529	20170531	TRUE	TRUE
PB303	696.373	PB303	20160408	TRUE	TRUE
PS2025	162.211	PS2025	20160408	TRUE	TRUE
PX179	188.509	PX179	20160408	TRUE	TRUE
QG2075	237.989	QG2075	20160408	TRUE	TRUE
QG2810	146.115	QG2811	20180413	FALSE	TRUE
QG2811	154.472	QG2811	20180413	TRUE	TRUE
QG2812	140.938	QG2813	20180413	FALSE	TRUE
QG2813	139.268	QG2813	20180413	TRUE	TRUE
QG2818	132.254	QG2818	20180413	TRUE	TRUE
QG2823	406.855	QG2823	20180413	TRUE	TRUE
QG2824	139.427	QG2824	20180413	TRUE	TRUE
QG2825	142.245	QG2825	20180413	TRUE	TRUE
QG2826	374.23	QG2823	20180413	FALSE	TRUE
QG2827	137.467	QG2827	20180413	TRUE	TRUE
QG2828	140.026	QG2828	20180413	TRUE	TRUE
QG2829	133.071	QG2827	20180413	FALSE	TRUE
QG2830	156.634	QG2832	20180413	FALSE	TRUE
QG2831	165.297	QG2832	20180413	FALSE	TRUE
QG2832	145.276	QG2832	20180413	TRUE	TRUE
QG2833	134.113	QG2832	20180413	FALSE	TRUE
QG2834	138.636	QG2835	20180413	FALSE	TRUE
QG2835	144.894	QG2835	20180413	TRUE	TRUE
QG2836	134.956	QG2836	20180413	TRUE	TRUE
QG2837	154.522	QG2837	20180413	TRUE	TRUE
QG2838	165.814	QG2838	20180413	TRUE	TRUE
QG2839	140.992	QG2841	20180413	FALSE	TRUE
QG2840	143.635	QG2841	20180413	FALSE	TRUE
QG2841	142.392	QG2841	20180413	TRUE	TRUE
QG2842	145.777	QG2841	20180413	FALSE	TRUE
QG2843	146.906	QG2843	20180413	TRUE	TRUE
QG2844	133.917	QG2846	20180413	FALSE	TRUE
QG2845	142.549	QG2846	20180413	FALSE	TRUE
QG2846	132.508	QG2846	20180413	TRUE	TRUE
QG2850	131.314	QG2850	20180413	TRUE	TRUE
QG2851	134.713	QG2850	20180413	FALSE	TRUE
QG2852	124.6	QG2854	20180413	FALSE	TRUE
QG2853	129.801	QG2854	20180413	FALSE	TRUE
QG2854	137.365	QG2854	20180413	TRUE	TRUE
QG2855	134.926	QG2855	20180413	TRUE	TRUE
QG2856	134.062	QG2854	20180413	FALSE	TRUE
QG2857	127.98	QG2857	20180413	TRUE	TRUE
QG2858	134.063	QG2854	20180413	FALSE	TRUE
QG2859	126.56	QG2854	20180413	FALSE	TRUE
QG2872	155.927	QG2873	20180413	FALSE	TRUE
QG2873	158.263	QG2873	20180413	TRUE	TRUE
QG2874	162.262	QG2874	20180413	TRUE	TRUE
QG2875	132.955	QG2875	20180413	TRUE	TRUE
QG2876	131.711	QG2875	20180413	FALSE	TRUE
QG2877	135.961	QG2877	20180413	TRUE	TRUE
QG2878	125.578	QG2877	20180413	FALSE	TRUE
QG2927	131.109	QG2932	20180413	FALSE	TRUE
QG2928	123.641	QG2932	20180413	FALSE	TRUE
QG2931	132.003	QG2932	20180413	FALSE	TRUE
QG2932	143.689	QG2932	20180413	TRUE	TRUE
QG4003	187.844	QG4003	20210121	TRUE	TRUE
QG4004	195.548	QG4004	20210121	TRUE	TRUE
QG4005	185.787	QG4006	20210121	FALSE	TRUE
QG4006	213.291	QG4006	20210121	TRUE	TRUE
QG4008	191.41	QG4008	20210121	TRUE	TRUE
QG4009	182.876	QG4008	20210121	FALSE	TRUE
QG4010	255.507	QG4010	20210121	TRUE	TRUE
QG4011	271.903	QG4012	20210121	FALSE	TRUE
QG4012	265.627	QG4012	20210121	TRUE	TRUE
QG4014	241.948	QG4010	20210121	FALSE	TRUE
QG4015	221.39	QG4015	20210121	TRUE	TRUE
QG4016	210.784	QG4015	20210121	FALSE	TRUE
QG4017	258.546	QG4017	20210121	TRUE	TRUE
QG4018	216.983	QG4018	20210121	TRUE	TRUE
QG4019	181.255	QG4010	20210121	FALSE	TRUE
QG4021	198.277	QG4021	20210121	TRUE	TRUE
QG4076	197.066	QG4080	20210121	FALSE	TRUE
QG4077	195.525	QG4080	20210121	FALSE	TRUE
QG4078	201.554	QG4080	20210121	FALSE	TRUE
QG4079	203.382	QG4080	20210121	FALSE	TRUE
QG4080	200.765	QG4080	20210121	TRUE	TRUE
QG4103	264.999	QG4103	20210121	TRUE	TRUE
QG4134	323.403	QG4015	20210121	FALSE	TRUE
QG4135	245.169	QG4135	20210121	TRUE	TRUE
QG4137	222.633	QG4138	20210121	FALSE	TRUE
QG4138	205.592	QG4138	20210121	TRUE	TRUE
QG4139	203.843	QG4138	20210121	FALSE	TRUE
QG4151	203.676	QG4151	20210121	TRUE	TRUE
QG4158	203.26	QG4015	20210121	FALSE	TRUE
QG4159	215.175	QG4015	20210121	FALSE	TRUE
QG4160	234.921	QG4015	20210121	FALSE	TRUE
QG4161	248.013	QG4015	20210121	FALSE	TRUE
QG4162	237.613	QG4135	20210121	FALSE	TRUE
QG4163	242.638	QG4135	20210121	FALSE	TRUE
QG4166	207.76	QG4226	20210121	FALSE	TRUE
QG4182	191.65	QG4010	20210121	FALSE	TRUE
QG4184	194.425	QG4010	20210121	FALSE	TRUE
QG4185	215.605	QG4010	20210121	FALSE	TRUE
QG4186	205.545	QG4010	20210121	FALSE	TRUE
QG4193	181.449	QG4193	20210121	TRUE	TRUE
QG4194	174.612	QG4193	20210121	FALSE	TRUE
QG4226	211.988	QG4226	20210121	TRUE	TRUE
QG4228	192.467	QG4228	20210121	TRUE	TRUE
QG536	157.648	QG536	20160408	TRUE	TRUE
QG537	114.783	QG536	20160408	FALSE	TRUE
QG538	227.19	QG536	20160408	FALSE	TRUE
QG556	817.945	QG556	20160408	TRUE	TRUE
QG557	665.395	QG557	20160408	TRUE	TRUE
QG558	778.507	QG556	20160408	FALSE	TRUE
QW947	122.144	QW947	20160408	TRUE	TRUE
QX1211	503.896	QX1211	20160408	TRUE	TRUE
QX1212	658.299	QX1212	20160408	TRUE	TRUE
QX1213	1545.46	QX1212	20160408	FALSE	TRUE
QX1214	799.891	QX1212	20160408	FALSE	TRUE
QX1215	412.153	QX1211	20160408	FALSE	TRUE
QX1216	412.78	QX1211	20160408	FALSE	TRUE
QX1233	313.071	QX1233	20160408	TRUE	TRUE
QX1791	118.928	QX1791	20160408	TRUE	TRUE
QX1792	304.835	QX1792	20160408	TRUE	TRUE
QX1793	206.181	QX1793	20160408	TRUE	TRUE
QX1794	512.429	QX1794	20160408	TRUE	TRUE
RC301	773.44	RC301	20160408	TRUE	TRUE
TWN2530	175.071	TWN2530	20200815	TRUE	TRUE
TWN2542	193.796	TWN2542	20200815	TRUE	TRUE
TWN2794	165.885	TWN2542	20200815	FALSE	TRUE
TWN2803	188.163	TWN2542	20200815	FALSE	TRUE
WN2001	177.589	WN2001	20160408	TRUE	TRUE
WN2002	162.475	WN2002	20160408	TRUE	TRUE
WN2010	298.358	WN2001	20160408	FALSE	TRUE
WN2011	427.745	WN2001	20160408	FALSE	TRUE
WN2013	335.133	WN2001	20160408	FALSE	TRUE
WN2014	251.601	WN2001	20160408	FALSE	TRUE
WN2016	146.705	WN2001	20160408	FALSE	TRUE
WN2017	274.993	WN2001	20160408	FALSE	TRUE
WN2018	358.427	WN2001	20160408	FALSE	TRUE
WN2019	187.032	WN2001	20160408	FALSE	TRUE
WN2020	308.205	WN2001	20160408	FALSE	TRUE
WN2021	311.795	WN2001	20160408	FALSE	TRUE
WN2033	247.594	WN2033	20170531	TRUE	TRUE
WN2035	163.225	WN2033	20170531	FALSE	TRUE
WN2039	175.736	WN2033	20170531	FALSE	TRUE
WN2050	133.27	WN2050	20170531	TRUE	TRUE
WN2056	125.786	WN2050	20170531	FALSE	TRUE
WN2059	135.301	WN2066	20180413	FALSE	TRUE
WN2060	171.087	WN2066	20180413	FALSE	TRUE
WN2061	112.456	WN2050	20210121	FALSE	TRUE
WN2062	120.606	WN2050	20180413	FALSE	TRUE
WN2063	155.009	WN2063	20180413	TRUE	TRUE
WN2064	99.4388	WN2064	20180413	TRUE	TRUE
WN2065	129.8	WN2066	20180413	FALSE	TRUE
WN2066	143.642	WN2066	20180413	TRUE	TRUE
WN2067	152.617	WN2050	20200815	FALSE	TRUE
WN2068	218.93	WN2068	20200815	TRUE	TRUE
WN2069	154.535	WN2069	20200815	TRUE	TRUE
WN2070	263.053	WN2066	20200815	FALSE	TRUE
WN2071	136.027	WN2068	20200815	FALSE	TRUE
WN2073	127.052	WN2066	20200815	FALSE	TRUE
WN2074	228.04	WN2066	20200815	FALSE	TRUE
WN2075	215.881	WN2066	20200815	FALSE	TRUE
WN2076	260.604	MY2535	20200815	FALSE	TRUE
WN2077	135.871	WN2086	20210121	FALSE	TRUE
WN2078	157.949	WN2066	20210121	FALSE	TRUE
WN2079	141.652	WN2066	20210121	FALSE	TRUE
WN2080	150.509	WN2068	20210121	FALSE	TRUE
WN2081	155.022	WN2066	20210121	FALSE	TRUE
WN2082	154.241	WN2082	20210121	TRUE	TRUE
WN2083	158.758	MY2453	20210121	FALSE	TRUE
WN2086	141.154	WN2086	20210121	TRUE	TRUE
WN2088	137.876	WN2066	20210121	FALSE	TRUE
WN2089	141.94	WN2066	20210121	FALSE	TRUE
WN2090	149.499	WN2066	20210121	FALSE	TRUE
WN2091	141.548	WN2082	20210121	FALSE	TRUE
WN2092	139.283	WN2050	20210121	FALSE	TRUE
WN2093	138.28	WN2050	20210121	FALSE	TRUE
WN2095	149.675	WN2066	20210121	FALSE	TRUE
WN2096	154.525	WN2068	20210121	FALSE	TRUE
XZ1513	236.538	XZ1513	20170531	TRUE	TRUE
XZ1514	120.969	XZ1514	20170531	TRUE	TRUE
XZ1515	179.511	XZ1515	20170531	TRUE	TRUE
XZ1516	78.3406	XZ1516	20170531	TRUE	TRUE
XZ1672	309.021	XZ1672	20180413	TRUE	TRUE
XZ1734	153.681	XZ1734	20180413	TRUE	TRUE
XZ1735	139.846	XZ1735	20180413	TRUE	TRUE
XZ1756	156.117	XZ1756	20180413	TRUE	TRUE
XZ2018	194.236	XZ2018	20180413	TRUE	TRUE
XZ2019	227.299	XZ2019	20180413	TRUE	TRUE
XZ2020	427.127	XZ2020	20180413	TRUE	TRUE
XZ2210	184.783	MY2535	20200815	FALSE	TRUE
XZ2211	174.007	XZ2211	20200815	TRUE	TRUE
XZ2212	193.145	XZ1513	20200815	FALSE	TRUE
XZ2213	161.846	XZ2211	20210121	FALSE	TRUE
